Date,Category,Payment Mode,Description,Amount Paid,Cashback
2024-01-08,Gifts,Credit Card,Industry fire.,2165.33,0.0
2024-01-03,Gifts,Credit Card,List teach.,220.36,0.0
2024-01-22,Bills,Cash,Bring education.,1764.78,0.0
2024-02-05,Entertainment,Credit Card,Member nor site.,3157.23,0.0
2024-02-07,Bills,Cash,Report see over.,3845.5,0.0
2024-02-23,Entertainment,UPI,Win we wind career.,1456.37,0.0
2024-02-16,Entertainment,Wallet,Letter likely.,553.55,0.0
2024-02-16,Groceries,Debit Card,Follow theory.,4234.31,0.0
2024-02-05,Entertainment,UPI,Evidence return.,3567.65,110.48
2024-02-06,Bills,Debit Card,Meet economic lot.,1831.2,0.0
2024-02-14,Gifts,UPI,Important arrive.,2473.4,0.0
2024-02-25,Bills,Credit Card,Girl term type such.,4745.23,0.0
2024-02-12,Food,UPI,Federal soldier.,3446.6,0.0
2024-02-02,Subscriptions,Debit Card,Popular language.,4933.9,0.0
2024-02-21,Groceries,Credit Card,Stop affect message.,2530.34,0.0
2024-02-01,Subscriptions,Debit Card,Writer very.,1466.01,0.0
2024-02-14,Gifts,Debit Card,Check identify.,3439.86,0.0
2024-02-21,Subscriptions,Cash,Design million.,3848.0,0.0
2024-02-25,Entertainment,Cash,Land power bring.,1045.89,0.0
2024-02-21,Entertainment,UPI,Position somebody.,4754.78,0.0
2024-02-03,Groceries,Cash,My memory while.,2203.49,0.0
2024-02-10,Subscriptions,Cash,Rock since.,1937.2,102.05
2024-02-08,Transportation,Cash,Half experience.,4467.3,0.0
2024-02-02,Bills,UPI,Evening eight type.,4539.5,0.0
2024-02-23,Transportation,Credit Card,Street so point.,2794.86,0.0
2024-02-15,Groceries,Cash,Baby involve course.,708.42,14.04
2024-02-01,Subscriptions,Cash,Prevent too herself.,4004.72,0.0
2024-02-16,Bills,UPI,Me successful look.,2014.37,0.0
2024-02-11,Transportation,UPI,Mission little.,4660.21,0.0
2024-02-09,Groceries,Credit Card,Direction form.,1830.48,174.08
2024-02-22,Food,UPI,Republican speech.,1278.73,0.0
2024-02-24,Groceries,Debit Card,Represent she.,2478.83,27.16
2024-02-08,Gifts,Wallet,Hear should sure.,4687.26,0.0
2024-02-19,Gifts,UPI,Hour election.,4226.59,319.02
2024-02-03,Gifts,Cash,Despite cost.,4824.5,0.0
2024-02-03,Bills,Wallet,Million kitchen.,1360.95,41.14
2024-02-07,Bills,Wallet,Phone top air.,3627.07,0.0
2024-02-06,Subscriptions,UPI,Worry former boy.,338.65,3.36
2024-02-16,Subscriptions,Wallet,Media way cold.,2973.05,0.0
2024-02-11,Food,Cash,Break very night.,4109.69,211.0
2024-02-04,Bills,Cash,Special ahead.,2740.42,0.0
2024-02-14,Food,Cash,Free bring away.,3456.78,0.0
2024-02-03,Food,Debit Card,Among challenge.,3946.32,0.0
2024-02-15,Transportation,Credit Card,Idea by person.,511.33,0.0
2024-02-01,Gifts,Credit Card,Spring around bar.,1697.33,0.0
2024-02-20,Groceries,Debit Card,South word very.,876.05,0.0
2024-02-25,Entertainment,Wallet,Beyond treat.,3315.67,0.0
2024-02-08,Transportation,UPI,Join two loss.,1862.63,0.0
2024-02-22,Food,Wallet,Everybody thought.,3861.45,269.02
2024-02-07,Entertainment,Cash,Building offer half.,4494.33,0.0
2024-02-13,Groceries,Wallet,Cultural thus never.,998.19,0.0
2024-02-21,Transportation,UPI,Single apply.,532.11,0.0
2024-02-13,Entertainment,UPI,Present night.,4663.77,0.0
2024-02-08,Food,UPI,Meeting detail.,272.06,0.0
2024-02-13,Gifts,Credit Card,Second then money.,4441.0,0.0
2024-02-09,Groceries,Cash,Book general few.,1621.43,0.0
2024-02-10,Food,UPI,Would fall that.,4060.75,0.0
2024-02-10,Gifts,UPI,Others the this.,4485.4,0.0
2024-02-17,Groceries,Debit Card,Within central.,1504.27,89.43
2024-02-18,Subscriptions,UPI,Behavior catch drug.,3666.72,49.63
2024-02-20,Transportation,Credit Card,Often Mr real enjoy.,615.65,0.0
2024-02-09,Food,Cash,Such under its.,1535.04,125.17
2024-02-05,Food,Credit Card,Option white toward.,2563.82,0.0
2024-02-09,Entertainment,Cash,Position agency lay.,4137.4,0.0
2024-02-16,Bills,Wallet,Similar degree.,2656.07,0.0
2024-02-15,Groceries,Credit Card,Tax friend great.,1995.6,0.0
2024-02-07,Entertainment,UPI,Evening game.,2898.28,0.0
2024-02-27,Food,Debit Card,Out oil pass those.,2580.45,0.0
2024-02-12,Groceries,Cash,Morning family.,3288.17,0.0
2024-02-12,Groceries,UPI,Those yeah about.,4078.99,0.0
2024-02-13,Transportation,Debit Card,Must head training.,302.34,10.39
2024-02-08,Food,Credit Card,Kitchen tonight.,3182.23,0.0
2024-02-06,Groceries,UPI,Group community.,1537.52,0.0
2024-02-06,Food,Cash,Approach language.,2830.52,0.0
2024-02-01,Groceries,Cash,Father member issue.,1980.13,0.0
2024-02-14,Bills,Wallet,Play add up head.,3147.91,0.0
2024-02-24,Food,Cash,Happen item picture.,2372.09,0.0
2024-02-04,Entertainment,Wallet,Point notice common.,4998.05,398.53
2024-02-25,Bills,Credit Card,Question keep.,789.72,0.0
2024-02-23,Entertainment,Credit Card,Night treatment as.,4765.73,0.0
2024-02-15,Groceries,Debit Card,Minute authority.,3534.89,115.3
2024-02-15,Transportation,Cash,Woman hotel.,642.5,0.0
2024-02-27,Transportation,UPI,Continue interview.,731.3,0.0
2024-02-13,Bills,UPI,Individual.,3982.05,0.0
2024-02-25,Groceries,Credit Card,Sea fall our well.,1877.33,0.0
2024-02-19,Subscriptions,Wallet,Environment fund.,1137.25,0.0
2024-02-27,Bills,Credit Card,Important anyone.,1993.22,0.0
2024-02-19,Bills,Wallet,Civil low arm.,266.45,0.0
2024-02-08,Entertainment,UPI,Class low history.,302.03,0.0
2024-02-05,Transportation,Debit Card,Give along food.,3646.15,0.0
2024-02-11,Food,Debit Card,Name voice wall.,2633.64,0.0
2024-02-09,Transportation,Wallet,Decision blue east.,4178.28,117.74
2024-02-04,Gifts,Debit Card,Something race.,647.67,14.03
2024-02-16,Entertainment,Debit Card,Book seat yes rest.,1763.43,0.0
2024-02-13,Food,Wallet,May product ask.,861.68,0.0
2024-02-08,Food,Debit Card,Pass property.,3213.9,0.0
2024-02-07,Subscriptions,Debit Card,Effort family wind.,2185.69,0.0
2024-02-01,Groceries,Cash,Quite into sort.,3818.33,0.0
2024-02-15,Subscriptions,Credit Card,Open model long.,3291.51,258.03
2024-02-18,Food,Credit Card,Response keep.,4262.77,0.0
2024-02-24,Subscriptions,Debit Card,Drop security.,1470.33,0.0
2024-02-18,Bills,Debit Card,Plan effect field.,195.91,0.0
2024-02-14,Groceries,UPI,Sport institution.,312.27,27.38
2024-03-25,Entertainment,UPI,President will help.,459.23,0.0
2024-03-27,Entertainment,Credit Card,Issue order speak.,4458.55,0.0
2024-03-06,Bills,Cash,Which technology.,1103.52,0.0
2024-03-10,Transportation,UPI,Body happen else.,3589.58,0.0
2024-03-07,Groceries,Debit Card,Process exist.,3152.21,0.0
2024-03-03,Bills,Debit Card,May speech bed.,3629.51,0.0
2024-03-01,Groceries,Debit Card,Sell group fall.,978.48,0.0
2024-03-05,Entertainment,Debit Card,Military half base.,3159.18,0.0
2024-03-18,Gifts,Debit Card,Star why answer.,2529.32,211.34
2024-03-15,Gifts,Cash,Put else simply.,3910.86,0.0
2024-03-22,Bills,Wallet,Participant watch.,4884.0,0.0
2024-03-03,Food,Credit Card,Face who sense back.,4818.24,10.58
2024-03-18,Entertainment,Debit Card,Why size fall.,668.19,0.0
2024-03-03,Food,Credit Card,Blood force join.,4450.68,0.0
2024-03-07,Food,Debit Card,Between play bring.,1153.97,0.0
2024-03-15,Subscriptions,Wallet,Many star be edge.,1429.38,0.0
2024-03-14,Gifts,UPI,We movie along kind.,2645.79,0.0
2024-03-11,Transportation,UPI,Sister partner.,4450.96,0.0
2024-03-22,Subscriptions,Wallet,Generation member.,4403.34,0.0
2024-03-01,Subscriptions,UPI,Blood beyond.,300.95,0.0
2024-03-10,Groceries,Cash,Make deal school.,1196.6,0.0
2024-03-13,Food,Credit Card,My management.,2245.71,135.92
2024-03-16,Bills,Debit Card,After forward quite.,3760.56,0.0
2024-03-17,Bills,Credit Card,To whole type test.,4882.57,0.0
2024-03-16,Transportation,Credit Card,Would husband.,2235.84,0.0
2024-03-24,Entertainment,Wallet,Remain reflect.,3344.88,0.0
2024-03-12,Food,Credit Card,Responsibility.,701.71,20.11
2024-03-11,Gifts,Debit Card,Leader bag cell.,2177.34,0.0
2024-03-20,Gifts,Credit Card,Eat baby deal line.,558.33,0.0
2024-03-25,Subscriptions,Wallet,Into affect improve.,2658.63,0.0
2024-03-26,Transportation,Cash,Than paper card.,4715.48,0.0
2024-03-23,Transportation,Wallet,Participant senior.,4221.68,0.0
2024-03-16,Subscriptions,Credit Card,Move measure per.,3683.23,0.0
2024-03-26,Entertainment,Wallet,Range place none.,4100.48,0.0
2024-03-20,Entertainment,UPI,Save young.,942.2,0.0
2024-03-10,Food,Cash,Store that help.,3065.31,0.0
2024-03-06,Food,Wallet,Heavy appear often.,1871.38,0.0
2024-03-10,Transportation,UPI,Interest interest.,597.83,0.0
2024-03-14,Subscriptions,UPI,Three kind already.,2220.77,0.0
2024-03-19,Entertainment,Credit Card,Hair bill around.,2698.92,0.0
2024-03-22,Entertainment,Debit Card,Case clear onto.,4861.43,0.0
2024-03-26,Groceries,UPI,Draw candidate.,3500.44,0.0
2024-03-14,Food,Debit Card,Man across around.,321.35,0.0
2024-03-21,Groceries,UPI,Shoulder area hour.,4165.39,0.0
2024-03-22,Gifts,Credit Card,Bar southern where.,4628.31,0.0
2024-03-11,Gifts,Debit Card,Mrs mouth later.,2001.39,0.0
2024-03-26,Subscriptions,Wallet,Economy speak study.,2102.93,0.0
2024-03-13,Transportation,Wallet,Same nice office.,897.7,0.0
2024-03-06,Subscriptions,Cash,Ready join notice.,3774.56,0.0
2024-03-02,Gifts,Cash,Ten lay year suffer.,2577.34,0.0
2024-03-27,Food,Cash,Foot us safe at.,2154.75,0.0
2024-03-12,Gifts,Cash,Property billion.,2079.09,0.0
2024-03-02,Subscriptions,UPI,Partner friend car.,1308.63,7.72
2024-03-22,Entertainment,Wallet,Bar knowledge yard.,1349.51,130.08
2024-03-24,Gifts,Credit Card,Behind executive.,4752.51,403.75
2024-03-07,Subscriptions,Debit Card,Factor upon go.,2699.36,0.0
2024-03-04,Bills,Debit Card,Pretty situation.,1603.64,0.0
2024-03-01,Food,Debit Card,Else employee south.,1888.46,0.0
2024-03-14,Transportation,Credit Card,Mother traditional.,2838.29,0.0
2024-03-07,Groceries,Wallet,Stuff institution.,3801.76,33.35
2024-03-25,Bills,Wallet,Avoid close nation.,3141.94,0.0
2024-03-21,Entertainment,Cash,Back yes clearly.,714.26,19.27
2024-03-25,Transportation,Wallet,Strategy cultural.,2053.1,0.0
2024-03-05,Food,UPI,World resource fast.,1494.72,13.79
2024-03-18,Food,Credit Card,Subject window.,109.34,0.0
2024-03-16,Transportation,Debit Card,Activity group.,3873.2,0.0
2024-03-10,Subscriptions,Wallet,Among member arm.,2329.24,0.0
2024-03-21,Entertainment,Cash,National individual.,1628.02,0.0
2024-03-24,Gifts,Debit Card,General on want.,2686.92,0.0
2024-03-02,Food,Cash,Often about force.,3424.23,0.0
2024-03-12,Bills,Wallet,South employee boy.,3579.2,0.0
2024-03-14,Groceries,Wallet,Want tax success.,199.15,0.0
2024-03-12,Subscriptions,Credit Card,Thus local prove.,1922.58,163.85
2024-03-17,Bills,Wallet,Young trial.,3885.0,7.0
2024-03-13,Food,Debit Card,Maybe improve.,4526.7,0.0
2024-03-10,Bills,Debit Card,Him election.,4635.29,123.64
2024-03-08,Food,Debit Card,Officer inside.,4662.93,0.0
2024-03-21,Food,Cash,Break home hand.,1205.8,89.0
2024-03-20,Entertainment,Wallet,Picture improve eye.,4747.52,0.0
2024-03-02,Subscriptions,Credit Card,Suffer its stock.,197.66,0.0
2024-03-22,Transportation,Debit Card,Series guess.,266.6,0.0
2024-03-07,Gifts,Credit Card,Part forward near.,2535.1,0.0
2024-03-23,Groceries,Cash,Both important.,2112.68,0.0
2024-03-01,Bills,Wallet,Sense man.,781.26,0.0
2024-03-20,Subscriptions,Credit Card,Rest right discuss.,2847.1,0.0
2024-03-02,Subscriptions,Credit Card,Culture material.,3537.62,0.0
2024-03-05,Gifts,Credit Card,Black campaign.,2261.07,0.0
2024-03-24,Food,Credit Card,Moment see page.,1515.75,0.0
2024-03-14,Subscriptions,Wallet,Us will decide boy.,2402.28,0.0
2024-03-11,Transportation,Cash,Increase.,1846.49,0.0
2024-03-20,Gifts,UPI,Region chance rest.,4006.11,0.0
2024-03-06,Bills,UPI,Spring pressure.,3840.38,0.0
2024-03-16,Entertainment,Credit Card,Science drop some.,1319.58,22.06
2024-03-19,Entertainment,Debit Card,Station sit growth.,3289.45,0.0
2024-03-02,Gifts,Credit Card,Certain break under.,326.83,25.87
2024-03-04,Gifts,Debit Card,Something strong.,4076.62,0.0
2024-03-06,Bills,UPI,Thought audience.,106.17,0.0
2024-03-20,Subscriptions,Cash,Subject save she.,2699.01,0.0
2024-03-24,Subscriptions,UPI,Feel sit police.,3285.34,0.0
2024-03-07,Subscriptions,Debit Card,Look campaign look.,3345.15,0.0
2024-04-07,Transportation,Credit Card,Usually may three.,2052.23,0.0
2024-04-19,Subscriptions,Wallet,Lawyer decision.,1021.87,8.22
2024-04-17,Food,Cash,Because writer.,3887.75,0.0
2024-04-13,Subscriptions,Cash,Should conference.,309.43,0.0
2024-04-22,Subscriptions,Wallet,Smile say next week.,4560.65,260.12
2024-04-24,Bills,UPI,Region boy moment.,544.84,36.07
2024-04-27,Food,Wallet,Board ground risk.,332.61,0.0
2024-04-04,Transportation,Cash,Game stop describe.,3240.46,0.0
2024-04-21,Gifts,Wallet,Space fish fear.,3347.8,0.0
2024-04-01,Gifts,Cash,Discover sport yard.,1837.47,0.0
2024-04-01,Subscriptions,UPI,Center grow save.,1594.75,159.26
2024-04-14,Transportation,Wallet,Beautiful level.,958.55,0.0
2024-04-21,Bills,UPI,Will happy building.,3154.92,213.12
2024-04-09,Gifts,UPI,When speech relate.,2673.08,0.0
2024-04-26,Bills,UPI,Between important.,3492.54,0.0
2024-04-17,Entertainment,Wallet,Why now music drug.,4237.06,0.0
2024-04-15,Gifts,Cash,Quality such.,1727.31,20.66
2024-04-04,Entertainment,Credit Card,They building stand.,653.88,38.66
2024-04-20,Subscriptions,Wallet,Middle herself best.,283.38,0.0
2024-04-24,Bills,Credit Card,Identify indicate.,224.91,4.2
2024-04-04,Bills,Debit Card,Myself which.,1954.32,10.08
2024-04-27,Food,Credit Card,Fund unit if ago.,4345.22,0.0
2024-04-15,Gifts,Cash,Check choice.,2053.24,145.14
2024-04-23,Subscriptions,Wallet,Skill discover.,3496.53,0.0
2024-04-24,Gifts,UPI,Fund question tell.,4789.04,0.0
2024-04-11,Transportation,Debit Card,Long forget real.,828.02,0.0
2024-04-18,Groceries,Wallet,Assume happen third.,2715.8,0.0
2024-04-16,Bills,Debit Card,Subject pull market.,1052.77,0.0
2024-04-15,Transportation,Wallet,Off rate actually.,3342.12,0.0
2024-04-08,Bills,Credit Card,Become call.,3186.51,147.27
2024-04-18,Groceries,UPI,Serious provide.,610.94,0.0
2024-04-17,Subscriptions,UPI,Unit sense foot.,3009.78,0.0
2024-04-12,Entertainment,Credit Card,World staff however.,3763.96,0.0
2024-04-06,Gifts,UPI,Amount something.,618.2,0.0
2024-04-12,Bills,Credit Card,Parent past tonight.,2149.81,0.0
2024-04-25,Subscriptions,Cash,Human fill deal.,2529.94,202.52
2024-04-27,Food,UPI,Loss it west food.,4433.02,98.62
2024-04-09,Food,Wallet,Green actually.,3526.12,0.0
2024-04-25,Transportation,Wallet,Raise new three.,1593.39,0.0
2024-04-15,Subscriptions,UPI,With follow look.,3515.26,0.0
2024-04-25,Groceries,Cash,New table trouble.,1943.16,89.68
2024-04-12,Gifts,Cash,Thus structure.,3826.84,0.0
2024-04-22,Food,Debit Card,Body executive them.,4672.22,0.0
2024-04-04,Food,UPI,Direction family.,945.19,0.0
2024-04-25,Entertainment,Debit Card,Cause person result.,3710.55,0.0
2024-04-26,Entertainment,Cash,Evidence week ok.,1541.53,73.55
2024-04-21,Entertainment,Debit Card,Sense cultural.,2079.11,0.0
2024-04-01,Groceries,Cash,Drug type world.,3378.67,239.26
2024-04-21,Entertainment,UPI,Could add choose.,2469.94,0.0
2024-04-03,Subscriptions,Credit Card,Arrive spring it.,1596.97,0.0
2024-04-06,Bills,Credit Card,Decide allow.,449.9,0.0
2024-04-03,Food,Debit Card,Want professional.,1524.4,0.0
2024-04-01,Gifts,Debit Card,Budget long movie.,1545.83,0.0
2024-04-25,Bills,Credit Card,So able summer.,4160.11,0.0
2024-04-15,Groceries,Wallet,Myself oil still my.,1186.88,0.0
2024-04-06,Gifts,Debit Card,Wind according.,1503.42,0.0
2024-04-22,Subscriptions,Debit Card,Mr blue learn.,1014.68,0.0
2024-04-23,Gifts,Credit Card,Country behind.,1352.39,0.0
2024-04-15,Groceries,Debit Card,Environmental.,2999.45,0.0
2024-04-19,Subscriptions,Wallet,Quality before stay.,347.22,0.0
2024-04-23,Groceries,UPI,Their structure out.,2489.16,0.0
2024-04-17,Groceries,UPI,Box there stay.,384.82,0.0
2024-04-27,Food,Wallet,Party minute.,1187.6,0.0
2024-04-16,Transportation,Debit Card,Suddenly leave.,197.1,0.0
2024-04-01,Transportation,Debit Card,Note pretty look ok.,1109.44,0.0
2024-04-06,Groceries,Cash,Foreign write fear.,3724.72,0.0
2024-04-08,Bills,Wallet,Language would me.,4897.95,0.0
2024-04-12,Groceries,Debit Card,Size watch parent.,4307.88,0.0
2024-04-17,Entertainment,Cash,Able father very.,4399.84,0.0
2024-04-03,Entertainment,Wallet,Strong stop explain.,2499.16,0.0
2024-04-26,Bills,Wallet,Feeling coach of.,855.37,83.47
2024-04-10,Transportation,Cash,Community recognize.,2180.54,0.0
2024-04-26,Groceries,Credit Card,Term then kind.,4507.81,0.0
2024-04-17,Subscriptions,Cash,Add single list.,2496.17,0.0
2024-04-23,Subscriptions,Cash,Though agent.,1771.64,0.0
2024-04-09,Bills,Cash,On general other.,3060.16,0.0
2024-04-12,Gifts,Debit Card,Religious recognize.,663.93,2.59
2024-04-11,Transportation,Wallet,Group tough message.,3100.73,0.0
2024-04-11,Transportation,Wallet,Stay simply we.,4013.63,0.0
2024-04-26,Bills,Cash,Arrive action.,379.51,0.0
2024-04-24,Bills,UPI,Alone talk senior.,4953.88,0.0
2024-04-10,Subscriptions,Wallet,Agreement avoid.,2729.01,0.0
2024-04-11,Gifts,Debit Card,Study interest.,3938.56,0.0
2024-04-08,Bills,Credit Card,Most vote no.,3373.18,0.0
2024-04-25,Entertainment,Debit Card,Newspaper produce.,2043.68,0.0
2024-04-19,Groceries,Debit Card,Defense along one.,4931.99,0.0
2024-04-13,Gifts,UPI,Edge traditional.,2806.57,0.0
2024-04-27,Groceries,UPI,Available every arm.,2721.51,0.0
2024-04-24,Bills,Wallet,Source detail as.,3590.04,0.0
2024-04-16,Food,UPI,Site close break.,1621.05,0.0
2024-04-03,Groceries,UPI,Course way marriage.,1760.44,0.0
2024-04-23,Transportation,Wallet,Form understand.,968.4,0.0
2024-04-24,Subscriptions,Debit Card,Remember last.,4292.8,0.0
2024-04-24,Groceries,Cash,Simple his suffer.,3507.55,0.0
2024-04-05,Food,Wallet,Quality name.,2787.47,0.0
2024-04-04,Groceries,Wallet,Most eye scientist.,1184.0,107.49
2024-04-03,Entertainment,UPI,Partner program.,1344.08,0.0
2024-04-22,Gifts,Cash,Significant with.,4747.5,457.0
2024-04-12,Transportation,Credit Card,Edge organization.,4852.62,334.77
2024-04-17,Entertainment,Wallet,Help price well war.,2417.58,0.0
2024-05-26,Gifts,Debit Card,Consider seven with.,4474.33,443.93
2024-05-10,Bills,Debit Card,Management let.,3638.55,0.0
2024-05-12,Food,Credit Card,Especially identify.,3096.36,0.0
2024-05-06,Gifts,Cash,Fund speech strong.,2108.06,0.0
2024-05-12,Food,Cash,Peace organization.,4471.46,0.0
2024-05-04,Food,Credit Card,Subject yard fish.,2399.21,0.0
2024-05-18,Subscriptions,UPI,Partner gun support.,4595.85,452.46
2024-05-07,Gifts,Cash,Apply contain whole.,3032.84,0.0
2024-05-10,Subscriptions,Credit Card,Follow program.,351.7,0.87
2024-05-21,Groceries,Cash,Family.,217.64,0.0
2024-05-22,Gifts,Debit Card,Indicate natural.,1628.88,120.73
2024-05-26,Transportation,UPI,Population election.,2750.45,0.0
2024-05-08,Groceries,Cash,Avoid other south.,4138.24,0.0
2024-05-06,Entertainment,Cash,Experience instead.,4221.4,0.0
2024-05-11,Food,Wallet,Treatment these.,4113.86,0.0
2024-05-06,Subscriptions,Debit Card,Power prove book.,4284.68,0.0
2024-05-02,Transportation,Cash,First personal.,2269.18,183.33
2024-05-09,Bills,Credit Card,Fight fact next.,116.82,0.0
2024-05-08,Entertainment,Wallet,Seven investment.,2707.3,0.0
2024-05-15,Transportation,Credit Card,Few candidate.,129.95,0.0
2024-05-09,Transportation,Debit Card,Mission everybody.,341.47,0.0
2024-05-15,Transportation,Credit Card,Collection tend.,2412.48,0.0
2024-05-10,Subscriptions,UPI,Concern five report.,2515.22,0.0
2024-05-01,Food,UPI,Exactly talk focus.,1067.58,31.98
2024-05-15,Gifts,Credit Card,Skin we Mrs blood.,1841.03,0.0
2024-05-03,Bills,UPI,Change between all.,2685.42,0.0
2024-05-17,Gifts,Cash,Open discuss type.,2652.14,0.0
2024-05-24,Entertainment,UPI,Catch fire design.,1085.82,0.0
2024-05-02,Food,UPI,Make matter.,4374.85,0.0
2024-05-08,Bills,Credit Card,Five until onto.,2982.39,127.52
2024-05-02,Food,Wallet,Sometimes end.,2952.11,0.0
2024-05-09,Food,Credit Card,Wait issue job.,4229.07,0.0
2024-05-02,Groceries,UPI,Citizen fish learn.,1375.04,0.0
2024-05-16,Bills,Credit Card,Wrong seat power.,2813.71,0.0
2024-05-25,Subscriptions,Cash,Race sit start area.,2782.09,0.0
2024-05-16,Bills,Cash,Newspaper couple.,2749.34,0.0
2024-05-06,Bills,Debit Card,Why need support.,1437.3,0.0
2024-05-06,Bills,UPI,Approach free rise.,3856.19,0.0
2024-05-01,Bills,UPI,Population crime.,983.12,0.0
2024-05-11,Groceries,Cash,Three across light.,4763.11,264.06
2024-05-11,Transportation,UPI,Size lead carry go.,2204.22,0.0
2024-05-21,Groceries,Wallet,Dream he perhaps.,1332.65,74.41
2024-05-05,Entertainment,Credit Card,Least early his.,2718.17,0.0
2024-05-13,Food,Credit Card,Nature possible bit.,3133.98,0.0
2024-05-11,Entertainment,Credit Card,With author year.,921.57,0.0
2024-05-05,Gifts,Credit Card,Sense computer upon.,4957.93,105.52
2024-05-20,Food,Debit Card,Base now any walk.,880.83,0.0
2024-05-10,Gifts,UPI,Push give agreement.,813.53,79.48
2024-05-15,Gifts,Debit Card,Worry improve half.,4405.9,0.0
2024-05-22,Gifts,Credit Card,Section blood yeah.,4576.45,248.34
2024-05-18,Entertainment,Wallet,Impact issue least.,1598.01,0.0
2024-05-18,Transportation,UPI,Design believe plan.,2349.42,232.97
2024-05-27,Subscriptions,Wallet,Dream character.,752.07,0.0
2024-05-13,Food,Debit Card,Window whole weight.,1279.02,0.0
2024-05-25,Transportation,Cash,Cup central manage.,780.23,61.89
2024-05-12,Gifts,Debit Card,Support support.,3328.75,24.39
2024-05-20,Subscriptions,UPI,Service audience.,4864.25,22.43
2024-05-26,Entertainment,UPI,Bag anyone boy.,2298.03,0.0
2024-05-19,Entertainment,UPI,Commercial gun.,2238.41,0.0
2024-05-26,Groceries,Credit Card,Forward marriage.,1260.03,0.0
2024-05-21,Transportation,Credit Card,Deal admit decision.,1081.78,0.0
2024-05-22,Subscriptions,Cash,Debate building.,4943.1,0.0
2024-05-08,Groceries,Debit Card,Health wish fine.,3861.22,0.0
2024-05-14,Transportation,UPI,Positive again news.,3829.25,0.0
2024-05-04,Groceries,UPI,Decide probably.,3406.29,177.69
2024-05-22,Gifts,Debit Card,Plant democratic.,3361.83,0.0
2024-05-19,Transportation,Cash,Decide figure.,2961.41,0.0
2024-05-27,Subscriptions,Wallet,Bar yes page win.,3883.44,281.8
2024-05-02,Subscriptions,Credit Card,Generation assume.,1103.58,56.31
2024-05-19,Transportation,Credit Card,Offer read piece.,3368.61,11.72
2024-05-10,Entertainment,UPI,Network stay.,1211.59,0.0
2024-05-26,Gifts,Wallet,Popular herself.,1916.24,0.0
2024-05-13,Transportation,Cash,Player something.,183.82,0.0
2024-05-15,Bills,Wallet,Mother notice.,155.12,0.0
2024-05-11,Groceries,Credit Card,Part white try.,1316.68,0.0
2024-05-05,Gifts,Debit Card,Need simply.,4078.21,405.27
2024-05-02,Bills,Credit Card,Unit team visit.,3300.22,160.97
2024-05-10,Transportation,Cash,Build some report.,2315.65,0.0
2024-05-16,Groceries,UPI,Huge amount media.,3271.3,176.41
2024-05-04,Bills,Credit Card,Single father yeah.,2727.39,66.58
2024-05-18,Food,Debit Card,Whatever true cost.,2403.62,0.0
2024-05-11,Bills,UPI,Concern night crime.,3966.38,76.26
2024-05-22,Transportation,Debit Card,Great teacher age.,4091.1,0.0
2024-05-09,Food,Cash,Research there.,2875.41,0.0
2024-05-01,Bills,UPI,Floor interview.,1650.23,0.0
2024-05-03,Groceries,Wallet,Company system have.,1072.72,0.71
2024-05-26,Entertainment,Cash,Technology away few.,2386.98,0.0
2024-05-09,Transportation,Cash,We month study.,3033.25,0.0
2024-05-17,Transportation,UPI,Note participant.,1039.04,0.0
2024-05-06,Transportation,Wallet,Past like trial.,4077.72,0.0
2024-05-24,Groceries,Wallet,Bill into.,2494.82,0.0
2024-05-20,Subscriptions,Debit Card,Arrive board then.,1578.54,0.0
2024-05-09,Food,Credit Card,Who best see.,2362.16,201.58
2024-05-05,Groceries,UPI,Car scientist floor.,1108.06,0.0
2024-05-11,Food,Credit Card,Arrive support.,1816.34,0.0
2024-05-14,Transportation,UPI,Car enter possible.,4926.48,0.0
2024-05-08,Subscriptions,Cash,Cup education.,1033.77,0.0
2024-05-20,Groceries,Credit Card,Dog imagine author.,1426.26,105.9
2024-05-22,Gifts,Cash,Hospital including.,3315.52,0.0
2024-05-24,Entertainment,Debit Card,Course medical on.,4832.33,0.0
2024-06-25,Entertainment,Wallet,Shoulder several.,1067.44,76.64
2024-06-20,Food,Credit Card,Receive partner one.,3298.93,292.61
2024-06-22,Entertainment,UPI,Call service end.,3965.17,171.16
2024-06-15,Food,Debit Card,Professional.,421.65,0.0
2024-06-02,Gifts,Debit Card,Eight color air.,181.97,0.0
2024-06-12,Transportation,Debit Card,Half put worry.,4458.51,0.0
2024-06-14,Groceries,UPI,Others in response.,330.23,0.0
2024-06-18,Subscriptions,UPI,Success early.,2712.42,121.46
2024-06-21,Transportation,Wallet,Around indeed act.,3099.38,0.0
2024-06-09,Transportation,UPI,Author water heart.,1939.77,0.0
2024-06-05,Entertainment,Cash,Discover product.,4933.39,0.0
2024-06-10,Gifts,Cash,Religious third.,4132.3,0.0
2024-06-12,Gifts,Credit Card,Now fact approach.,2742.93,0.0
2024-06-15,Subscriptions,Credit Card,Necessary where.,2510.74,0.0
2024-06-12,Transportation,Cash,Approach save begin.,3666.9,0.0
2024-06-13,Transportation,Cash,Else finally memory.,2883.5,0.0
2024-06-04,Transportation,Wallet,Where human manage.,1709.57,0.0
2024-06-08,Groceries,Wallet,Agreement so myself.,1600.25,106.86
2024-06-03,Transportation,Credit Card,Goal wait language.,2014.77,0.0
2024-06-07,Gifts,Debit Card,Relate page small.,4128.82,0.0
